!EXCLAMATION-POINT	ˌɛkskləˈmeɪʃənˌpɔɪnt
"CLOSE-QUOTE	ˈkloʊzˈkwoʊt
"DOUBLE-QUOTE	ˈdʌbəlˈkwoʊt
UNEXPIRED	ˌənɪkˈspaɪɝd
UNEXPLAINABLE	ˌənɪkˈspleɪnəbəl
UNEXPLAINED	ˌənɪkˈspleɪnd
UNEXPLODED	ˌənɪkˈsploʊdɪd
UNEXPLOITED	ənɪkˈsplɔɪtɪd
UNEXPLORED	ˌənɪkˈsplɔrd
UNFAILING	ənˈfeɪlɪŋ
UNFAILINGLY	ənˈfeɪlɪŋli
UNFAIR	ənˈfɛr, ˈʌnˈfɛr, ˌɔnˈfɛr
UNFAIRLY	ənˈfɛrli
UNFAIRNESS	ənˈfɛrnəs
UNFAITHFUL	ənˈfeɪθfəl
UNFAMILIAR	ˌənfəˈmɪljɝ
UNFAMILIARITIES	ˌənfəˌmɪlˈjɛrətiːz
UNFAMILIARITY	ˌənfəˌmɪlˈjɛrəti
UNFASHIONABLE	ənˈfæʃənəbəl
UNFATHOMABLE	ənˈfæðəməbəl
UNFAV	ənˈfeɪv
UNFAVORABLE	ˌənˈfeɪvɝəbəl
UNFAVORABLY	ənˈfeɪvɝəbli
UNFAZED	ənˈfeɪzd
UNFEASIBLE	ənˈfiːzəbəl
UNFEELING	ənˈfiːlɪŋ
UNFENCED	ənˈfɛnst
UNFETTERED	ənˈfɛtɝd
UNFILLED	ənˈfɪld
UNFILTERED	ənˈfɪltɝd
UNFINISHED	ənˈfɪnɪʃt
UNFIT	ənˈfɪt
UNFLAGGING	ənˈflægɪŋ
UNFLAPPABLE	ənˈflæpəbəl
UNFLATTERING	ənˈflætɝɪŋ
UNFLINCHING	ənˈflɪntʃɪŋ
UNFOCUSED	ənˈfoʊkəst
UNFOLD	ənˈfoʊld
UNFOLDED	ənˈfoʊldəd
UNFOLDING	ənˈfoʊldɪŋ
UNFOLDS	ənˈfoʊldz
UNFORESEEABLE	ˌənfɔrˈsiːəbəl
UNFORESEEN	ˌənfɔrˈsiːn
UNFORGETTABLE	ˌənfɝˈgɛtəbəl
UNFORGIVABLE	ˌənfɔrˈgɪvəbəl
UNFORGIVEN	ˌənfɔrˈgɪvən, ˌənfɝˈgɪvən
UNFORGIVING	ənfɝˈgɪvɪŋ
UNFORMED	ənˈfɔrmd
UNFORTUNATE	ənˈfɔrtʃənət, ənˈfɔrtʃuːnət
UNFORTUNATELY	ənˈfɔrtʃənətli, ənˈfɔrtʃuːnətli
UNFORTUNATES	ənˈfɔrtʃənəts, ənˈfɔrtʃuːnəts
UNFOUNDED	ənˈfaʊndɪd
UNFRIENDLY	ənˈfrɛndli
UNFROZEN	ənˈfroʊzɪn
UNFULFILLED	ˌənfʊlˈfɪld
UNFUNDED	ənˈfʌndɪd
UNFUNNILY	ənˈfʌnəli
UNFURL	ənˈfɝːl
UNFURLED	ənˈfɝːld
UNFURLING	ənˈfɝːlɪŋ
UNG	ˈʌŋ
UNGAINLY	ənˈgeɪnli
UNGAR	ˈʌŋgɝ
UNGARO	uːŋˈgɑːroʊ
UNGER	ˈʌŋgɝ
UNGERER	ˈʌŋɝɝ
UNGERMANN	ənˈdʒɝːmən
UNGLAMOROUS	ənˈglæmɝəs
UNGLUE	ənˈgluː
UNGLUED	ənˈgluːd
UNGO	ənˈgoʊ
UNGODLY	ənˈgɔdli
UNGOVERNABLE	ənˈgʌvɝnəbəl
UNGRATEFUL	ənˈgreɪtfəl
UNGUARDED	ənˈgɑːrdɪd
UNHAMPERED	ənˈhæmpɝd
UNHAPPILY	ənˈhæpəli
UNHAPPINESS	ənˈhæpiːnɪs
UNHAPPY	ənˈhæpi
UNHARMED	ənˈhɑːrmd
UNHEALTHFUL	ənˈhɛlθfəl
UNHEALTHY	ənˈhɛlθi
UNHEARD	ənˈhɝːd
UNHEDGED	ənˈhɛdʒd
UNHEEDED	ənˈhiːdɪd
UNHELPFUL	ənˈhɛlpfəl
UNHERALDED	ənˈhɛrəldɪd
UNHESITATINGLY	ənˈhɛzɪˌteɪtɪŋli
UNHINDERED	ənˈhɪndɝd
UNHINGE	ənˈhɪndʒ
UNHINGED	ənˈhɪndʒd
UNHITCH	ənˈhɪtʃ
UNHOLY	ənˈhoʊli
UNHOOK	ənˈhʊk
UNHORSED	ənˈhɔrst
UNHURRIED	ənˈhɝːiːd
UNHURT	ənˈhɝːt
UNI	ˈjuːni
UNIBANCORP	ˈjuːnɪˌbænˌkɔrp
UNICEF	ˈjuːnəˌsɛf
UNICEF'S	ˈjuːnəˌsɛfs
UNICELLULAR	ˌjuːnɪˈsɛljəlɝ
UNICENTER	ˌjuːnɪˈsɛntɝ
UNICOM	ˈjuːnɪkɔm
UNICORN	ˈjuːnɪˌkɔrn
UNICORP	ˈjuːnɪˌkɔrp
UNICORP'S	ˈjuːnɪˌkɔrps
UNICYCLE	ˈjuːnəˌsaɪkəl
UNICYCLES	ˈjuːnəˌsaɪkəlz
UNIDEN	ˈjuːnɪˌdɛn
UNIDEN'S	ˈjuːnɪˌdɛnz
UNIDENTIFIED	ˌənaɪˈdɛntəˌfaɪd
UNIFICATION	ˌjuːnəfəˈkeɪʃən
UNIFIED	ˈjuːnəˌfaɪd
UNIFIL	ˈjuːnɪfɪl
UNIFORCE	ˈjuːnɪˌfɔrs
UNIFORM	ˈjuːnəˌfɔrm
UNIFORMED	ˈjuːnəˌfɔrmd
UNIFORMITY	ˌjuːnəˈfɔrməti
UNIFORMLY	ˈjuːnəˌfɔrmli
UNIFORMS	ˈjuːnəˌfɔrmz
UNIFY	ˈjuːnəˌfaɪ
UNIFYING	ˈjuːnəˌfaɪɪŋ
UNIGESCO	ˈjuːnɪˌgɛskoʊ
UNIKOM	ˈjuːnɪkɔm
UNILAB	ˈjuːnɪˌlæb
UNILATERAL	ˌjuːnəˈlætɝəl
UNILATERALISM	ˌjuːnɪˈlætɝəˌlɪzəm
UNILATERALLY	ˌjuːnəˈlætɝəli, ˌjuːnəˈlætrəli
UNILEVER	ˌjuːnɪˈliːvɝ
UNILEVER'S	ˌjuːnɪˈliːvɝz
UNIMAGINABLE	ˌənɪˈmædʒɪnəbəl
UNIMAGINATIVE	ənɪˈmæˌdʒɪnətɪv
UNIMAGINED	ˌənɪˈmædʒənd
UNIMATE	ˈjuːnɪˌmeɪt
UNIMATION	ˌjuːnɪˈmeɪʃən
UNIMEDIA	ˌjuːnɪˈmiːdiːə
UNIMPAIRED	ˌənɪmˈpɛrd
UNIMPEACHABLE	ˌənɪmˈpiːtʃəbəl
UNIMPEDED	ˌənɪmˈpiːdɪd
UNIMPORTANT	ənɪmˈpɔrtənt
UNIMPRESSED	ˌənɪmˈprɛst
UNIMPRESSIVE	ˌənɪmˈprɛsɪv
UNIMPROVED	ˌənɪmˈpruːvd
UNINCORPORATED	ˌənɪnˈkɔrpɝˌeɪtɪd
UNINDICTED	ˌənɪnˈdaɪtɪd
UNINFECTED	ˌənɪnˈfɛktɪd
UNINFORMATIVE	ənɪnˈfɔrmətɪv
UNINFORMED	ˌənɪnˈfɔrmd
UNINHABITABLE	ˌənɪnˈhæbətəbəl
UNINHABITED	ˌənɪnˈhæbətɪd
UNINHIBITED	ˌənɪnˈhɪbɪtɪd
UNINITIATED	ˌənɪˈnɪʃiːˌeɪtɪd, ˌəniːˈnɪʃiːˌeɪtɪd
UNINJURED	əˈnɪndʒɝd
UNINSPIRED	ˌənɪnˈspaɪɝd
UNINSPIRING	ənɪnˈspaɪrɪŋ
UNINSURABLE	ənɪnˈʃʊrəbəl
UNINSURED	ˌənɪnˈʃʊrd
UNINTELLIGIBLE	ˌənɪnˈtɛlədʒəbəl
UNINTENDED	ˌənɪnˈtɛndɪd
UNINTENTIONAL	ˌənɪnˈtɛnʃənəl
UNINTENTIONALLY	ˌənɪnˈtɛnʃənəli, ˌənɪnˈtɛnʃnəli
UNINTERESTED	əˈnɪntrəstəd
UNINTERESTING	əˈnɪntrəstɪŋ
UNINTERRUPTED	ˌənɪntɝˈʌptɪd, ˌənɪnɝˈʌptɪd
UNINTERRUPTIBLE	ənɪntɝˈʌptəbəl, ənɪnɝˈʌptəbəl
UNINVITED	ˌənɪnˈvaɪtɪd
UNINVITING	ˌənɪnˈvaɪtɪŋ
UNINVOLVED	ənɪnˈvɔlvd
UNION	ˈjuːnjən
UNION'S	ˈjuːnjənz
UNIONDALE	ˈjuːnjənˌdeɪl
UNIONFED	ˈjuːnjənˌfɛd
UNIONISM	ˈjuːnjəˌnɪzəm
UNIONIST	ˈjuːnjənəst
UNIONISTS	ˈjuːnjənɪsts
UNIONIZATION	ˌjuːnjənəˈzeɪʃən
UNIONIZE	ˈjuːnjəˌnaɪz
UNIONIZED	ˈjuːnjəˌnaɪzd
UNIONIZING	ˈjuːnjəˌnaɪzɪŋ
UNIONS	ˈjuːnjənz
UNIONS'	ˈjuːnjənz
UNIQUE	juːˈniːk
UNIQUELY	juːˈniːkli
UNIQUENESS	juːˈniːknəs
UNIROYAL	ˈjuːnɪˌrɔɪəl
UNISEX	ˈjuːnɪˌsɛks
UNISOM	ˈjuːnəˌsɑːm
UNISON	ˈjuːnəsən, ˈjuːnɪsən
UNISONS	ˈjuːnəsənz, ˈjuːnɪsənz
UNISOURCE	ˈjuːnɪˌsɔrs
UNISSUED	əˈnɪˌʃuːd
UNISYS	ˈjuːnɪˌsɪs
UNISYS'	ˈjuːnɪˌsɪs
UNISYS'S	ˈjuːnɪˌsɪsɪz
UNIT	ˈjuːnət, ˈjuːnɪt
UNIT'S	ˈjuːnɪts
UNITA	ˌjuːˈniːtə
UNITAF	ˌjuːnɪˈtæf
UNITARIAN	ˌjuːnəˈtɛriːən
UNITARY	ˈjuːnɪˌtɛri
UNITAS	juːˈnaɪtəs
UNITE	ˈjuːˌnaɪt
UNITED	juːˈnaɪtəd, juːˈnaɪtɪd
UNITED'S	juːˈnaɪtədz
UNITEDBANK	ˌjuːˈnaɪtɪdˈbæŋk
UNITEK	ˈjuːnɪˌtɛk
UNITEL	ˈjuːnɪˌtɛl
UNITES	juːˈnaɪts
UNITHOLDER	ˈjuːnɪtˌhoʊldɝ
UNITHOLDERS	ˈjuːnɪtˌhoʊldɝz
UNITING	juːˈnaɪtɪŋ
UNITRIN	ˈjuːnɪˌtrɪn
UNITRIN'S	ˈjuːnɪˌtrɪnz
UNITRODE	ˈjuːnɪˌtroʊd
UNITRODE'S	ˈjuːnɪˌtroʊdz
UNITS	ˈjuːnəts, ˈjuːnɪts
UNITS'	ˈjuːnɪts
UNITY	ˈjuːnəti, ˈjuːnɪti
UNIVA	ˈjuːnɪvə
UNIVAR	ˈjuːnɪvɑːr
UNIVATION	ˌjuːnɪˈveɪʃən
UNIVERSAL	ˌjuːnəˈvɝːsəl
UNIVERSAL'S	ˌjuːnəˈvɝːsəlz
UNIVERSALITY	ˌjuːnəvɝˈsæləti
UNIVERSALLY	ˌjuːnəˈvɝːsəli
UNIVERSE	ˈjuːnəˌvɝːs
UNIVERSES	ˈjuːnəˌvɝːsɪz
UNIVERSITIES	ˌjuːnəˈvɝːsətiːz
UNIVERSITIES'	ˌjuːnɪˈvɝːsɪtiːz
UNIVERSITY	ˌjuːnəˈvɝːsəti
UNIVERSITY'S	ˌjuːnəˈvɝːsətiːz
UNIVISA	ˌjuːnɪˈviːsə
UNIVISION	ˌjuːnɪˈvɪʒən
UNIX	ˈjuːnɪks
UNJUST	ənˈdʒʌst
UNJUSTIFIABLE	ˌənˌdʒəstɪˈfaɪəbəl
UNJUSTIFIABLY	ˌənˌdʒəstɪˈfaɪəbli
UNJUSTIFIED	ənˈdʒʌstəˌfaɪd
UNJUSTLY	ənˈdʒʌstli
UNKEFER	ˈʌŋkɪfɝ
UNKEMPT	ənˈkɛmpt
UNKIND	ənˈkaɪnd
UNKINDEST	ənˈkaɪndɪst
UNKNOWABLE	ənˈnoʊəbəl
UNKNOWING	ənˈnoʊɪŋ
UNKNOWINGLY	ənˈnoʊɪŋli
UNKNOWN	ənˈnoʊn
UNKNOWNS	əˈnoʊnz
UNLABELED	ənˈleɪbəld
UNLAND	ˈʌnlənd
UNLAWFUL	ənˈlɔfəl
UNLAWFULLY	ənˈlɔfəli
UNLEADED	ənˈlɛdəd
UNLEASH	ənˈliːʃ
UNLEASHED	ənˈliːʃt
UNLEASHES	ənˈliːʃɪz
UNLEASHING	ənˈliːʃɪŋ
UNLESS	ənˈlɛs
UNLEVERAGED	ənˈlɛvrɪdʒd
UNLICENSED	ənˈlaɪsənst
UNLIKE	ənˈlaɪk
UNLIKELY	ənˈlaɪkli
UNLIMITED	ənˈlɪmətəd, ənˈlɪmɪtɪd
UNLINED	ənˈlaɪnd
UNLISTED	ənˈlɪstɪd
UNLIVABLE	ənˈlɪvəbəl
UNLOAD	ənˈloʊd
UNLOADED	ənˈloʊdəd, ənˈloʊdɪd
UNLOADING	ənˈloʊdɪŋ
UNLOADS	ənˈloʊdz
UNLOCK	ənˈlɑːk
UNLOCKED	ənˈlɑːkt
UNLOCKING	ənˈlɑːkɪŋ
UNLOVED	ənˈlʌvd
UNLUCKY	ənˈlʌki
UNMADE	ənˈmeɪd
UNMANAGE	ənˈmænɪdʒ
UNMANAGEABLE	ənˈmænɪdʒəbəl
UNMANAGED	ənˈmænɪdʒd
UNMANNED	ənˈmænd
UNMARKED	ənˈmɑːrkt
UNMARRIED	ənˈmɛriːd
UNMASK	ənˈmæsk
UNMASKED	ənˈmæskt
UNMATCHED	ənˈmætʃt
UNMENTIONABLE	ənˈmɛnʃənəbəl
UNMENTIONED	ənˈmɛntʃənd
UNMERCIFUL	ənˈmɝːsɪfəl
UNMET	ənˈmɛt
UNMISTAKABLE	ˌənmɪˈsteɪkəbəl
UNMISTAKABLY	ˌənmɪˈsteɪkəbli
UNMITIGATED	ənˈmɪtəˌgeɪtɪd
UNMIXED	ənˈmɪkst
UNMOLESTED	ˌənməˈlɛstɪd
UNMOVED	ənˈmuːvd
UNNAMED	ənˈneɪmd
UNNATURAL	ənˈnætʃɝəl
UNNATURALLY	ənˈnætʃɝəli, ənˈnætʃɝli, əˈnætʃɝli, ənˈnætʃrəli
UNNECESSARILY	ənˈnɛsəˌsɛrəli
UNNECESSARY	ənˈnɛsəˌsɛri
UNNEEDED	ənˈniːdɪd
UNNERVE	əˈnɝːv
UNNERVED	ənˈnɝːvd
UNNERVING	əˈnɝːvɪŋ
UNNOTICED	ənˈnoʊtɪst
UNO	əˈnoʊ, ˈuːˌnoʊ
UNOBSTRUCTED	ˌənəbˈstrʌktɪd
UNOBTAINABLE	ˌənəbˈteɪnəbəl
UNOBTRUSIVE	ˌənəbˈtruːsɪv
UNOCAL	ˈjuːnəˌkæl, ˈjuːnəˌkɔl
UNOCAL'S	ˈjuːnəˌkælz, ˈjuːnəˌkɔlz
UNOCCUPIED	əˈnɑːkjəˌpaɪd
UNOFFICIAL	ˌənəˈfɪʃəl
UNOFFICIALLY	ənəˈfɪʃəli
UNOPENED	əˈnoʊpənd
UNOPPOSED	ˌənəˈpoʊzd
UNORGANIZED	əˈnɔrgəˌnaɪzd
UNORTHODOX	əˈnɔrθəˌdɑːks
UNOS	ˈuːnoʊz
UNOSOM	ˈjuːnoʊˌsɔm, ˈjuːnoʊsəm
UNPACK	ənˈpæk
UNPACKED	ənˈpækt
UNPACKING	ənˈpækɪŋ
UNPAID	ənˈpeɪd
UNPAINTED	ənˈpeɪntɪd
UNPALATABLE	ənˈpælətəbəl
UNPARALLELED	ənˈpɛrəˌlɛld
UNPATRIOTIC	ənˌpeɪtriːˈɑːtɪk
UNPAVED	ˌəˌpeɪvd
UNPAYABLE	ənˈpeɪəbəl
UNPERTURBED	ˌənpɝˈtɝːbd
UNPLACED	ənˈpleɪst
UNPLANNED	ənˈplænd
UNPLEASANT	ənˈplɛzənt
UNPLEASANTLY	ənˈplɛzəntli
UNPLEASANTNESS	ənˈplɛzəntnəs
UNPLUG	ənˈplʌg
UNPLUGGED	ənˈplʌgd, ˈʌnˈplʌgd
UNPOPULAR	ˌənˈpɑːpjəlɝ
UNPOPULARITY	ənˌpɑːpjəˈlɛrɪti
UNPRECEDENTED	ənˈprɛsɪˌdɛntɪd
UNPRECEDENTEDLY	ənˈprɛsəˌdɛntɪdli
UNPREDICTABILITY	ˌənprəˌdɪktəˈbɪlɪti
UNPREDICTABLE	ˌənprɪˈdɪktəbəl
UNPREDICTABLY	ˌənprɪˈdɪktəbli
UNPREPARED	ˌənpriːˈpɛrd
UNPRESERVED	ənprəˈzɝːvd, ənprɪˈzɝːvd, ənpriːˈzɝːvd
UNPRESSURIZED	ənˈprɛʃɝaɪzd
UNPRETENTIOUS	ˌənpriːˈtɛnʃəs
UNPRINCIPLED	ənˈprɪnsəpəld
UNPRINTABLE	ənˈprɪntəbəl
UNPROCESSED	ənˈprɔˌsɛst
UNPRODUCTIVE	ˌənprəˈdʌktɪv
UNPROFESSIONAL	ˌənprəˈfɛʃənəl
UNPROFITABILITY	ənˌprɑːfɪtəˈbɪlɪti
UNPROFITABLE	ənˈprɑːfɪtəbəl
UNPROFOR	ˈʌproʊˌfɔr
UNPROFOR'S	ˈʌproʊˌfɔrz
UNPROMISING	ənˈprɔmɪsɪŋ
UNPROTECTED	ˌənprəˈtɛktɪd
UNPROVED	ənˈpruːvd
UNPROVEN	ənˈpruːvən
UNPROVOKED	ˌənprəˈvoʊkt
UNPUBLICIZED	ənˈpʌblɪsaɪzd
UNPUBLISHED	ənˈpʌblɪʃt
UNPUNISHED	ənˈpʌnɪʃt
UNQUALIFIED	ənˈkwɑːlɪˌfaɪd
UNQUESTIONABLE	ənˈkwɛstʃənəbəl
UNQUESTIONABLY	ənˈkwɛstʃənəbli
UNQUESTIONED	ənˈkwɛstʃənd
UNQUESTIONING	ənˈkwɛstʃənɪŋ
UNQUOTE	ˈʌnˈkwoʊt
UNRATED	ənˈreɪtɪd
UNRATH	ˈʌnrəθ
UNRATIFIED	ənˈrætɪˌfaɪd
UNRAVEL	ənˈrævəl
UNRAVELED	ənˈrævəld
UNRAVELING	ənˈrævəlɪŋ, ənˈrævlɪŋ
UNRAVELS	ənˈrævəlz
UNREACHABLE	ənˈriːtʃəbəl
UNREAD	ənˈrɛd
UNREADABLE	ənˈriːdəbəl, ˈʌnˈriːdəbəl
UNREAL	ənˈriːl
UNREALISTIC	ənˌriːˈlɪstɪk
UNREALISTICALLY	ənˌriːəˈlɪstɪkli
UNREALITY	ˌənriːˈæləti
UNREALIZED	ənˈriːəˌlaɪzd
UNREASONABLE	ənˈriːznəbəl
UNREASONABLY	ənˈriːzənəbli
UNREASONING	ənˈriːznɪŋ
UNRECEPTIVE	ənrɪˈsɛptɪv
UNRECOGNIZABLE	ənˌrɛkəgˈnaɪzəbəl
UNRECOGNIZED	ənˈrɛkəgˌnaɪzd
UNRECONCILED	ənˈrɛkənˌsaɪld
UNRECONSTRUCTED	ˌənriːkənˈstrʌktɪd
UNRECORDED	ˌənrɪˈkɔrdɪd
UNREDEEMED	ˌənriːˈdiːmd
UNREFINED	ˌənriːˈfaɪnd
UNREFUTED	ˌənriːˈfjuːtɪd
UNREGISTERED	ənˈrɛdʒɪstɝd
UNREGULATED	ənˈrɛgjəˌleɪtɪd
UNREHEARSED	ənˌriːˌhɝːst
UNREIMBURSED	ənˌriːɪmˌbɝːst
UNREIN	ˈɔnraɪn
UNRELATED	ˌənrɪˈleɪtɪd, ˌənriːˈleɪtɪd
UNRELEASED	ənrɪˈliːst
UNRELENTING	ˌənriːˈlɛntɪŋ
UNRELIABILITY	ˌənriːˌlaɪəˈbɪlɪti
UNRELIABLE	ˌənrɪˈlaɪəbəl, ˌənriːˈlaɪəbəl
UNRELIEVED	ˌənriːˈliːvd
UNREMARKABLE	ənrɪˈmɑːrkəbəl
UNREMARKED	ənrɪˈmɑːrkt
UNREMITTED	ənrɪˈmɪtɪd
UNREMITTING	ˌənrɪˈmɪtɪŋ, ˌənriːˈmɪtɪŋ
UNREPENTANT	ˌənrɪˈpɛntənt, ˌənriːˈpɛntənt
UNREPORTED	ˌənriːˈpɔrtɪd
UNREPRESENTATIVE	ənˌrɛprɪˈzɛntətɪv
UNREPRESENTED	ənˌrɛprɪˈzɛntɪd
UNREQUITED	ˌənriːˈkwaɪtɪd
UNRESOLVED	ənrɪˈzɑːlvd
UNRESPONSIVE	ˌənriːˈspɑːnsɪv
UNREST	ənˈrɛst
UNRESTRAINED	ˌənriːˈstreɪnd
UNRESTRICTED	ˌənriːˈstrɪktɪd
UNREVISED	ənriːˈvaɪzd
UNRING	ənˈrɪŋ
UNRIVALED	ənˈraɪvəld
UNROLL	ˌənˈroʊl
UNROLLED	ˌənˈroʊld
UNROLLING	ˌənˈroʊlɪŋ
UNROLLS	ˌənˈroʊlz
UNRUE	ˈʌnruː
UNRUFFLED	ənˈrʌfəld
UNRUH	ˈʌnruː
UNRULY	ənˈruːli
UNSAFE	ənˈseɪf
UNSAID	ənˈsɛd
UNSALABLE	ənˈseɪləbəl
UNSALEABLE	ənˈseɪləbəl
UNSANCTIONED	ənˈsæŋkʃənd
UNSANITARY	ənˈsænəˌtɛri
UNSATISFACTORY	ˌənsətɪsˈfæktɝi
UNSATISFIED	ənˈsætɪsˌfaɪd
UNSATISFYING	ənˈsætɪsˌfaɪɪŋ
UNSATURATED	ənˈsætʃɝˌeɪtɪd
UNSAVORY	ənˈseɪvɝi
UNSCATHED	ənˈskeɪðd
UNSCHEDULED	ənˈskɛdʒuːld
UNSCIENTIFIC	ənˌsaɪənˈtɪfɪk
UNSCOM	ˈʌnˌskɔm
UNSCRAMBLE	ənˈskræmbəl
UNSCRIPTED	ənˈskrɪptɪd
UNSCRUPULOUS	ənˈskruːpjələs
UNSEAL	ənˈsiːl
UNSEALED	ənˈsiːld
UNSEASONABLY	ənˈsiːzənəbli
UNSEAT	ənˈsiːt
UNSEATED	ənˈsiːtɪd
UNSEATING	ənˈsiːtɪŋ
UNSECURED	ˌənsɪˈkjʊrd, ˌənsiːˈkjʊrd
UNSEEMLY	ənˈsiːmli
UNSEEN	ənˈsiːn
UNSELL	ənˈsɛl
UNSENTIMENTAL	ənˌsɛntɪˈmɛntəl
UNSER	ˈʌnsɝ
UNSERVICEABLE	ənˈsɝːvəsəbəl, ˈʌnˈsɝːvəsəbəl
UNSET	ənˈsɛt, ˈʌnˈsɛt
UNSETTLE	ənˈsɛtəl
UNSETTLED	ənˈsɛtəld
UNSETTLING	ənˈsɛtəlɪŋ, ənˈsɛtlɪŋ
UNSHACKLE	ənˈʃækəl
UNSHACKLED	ənˈʃækəld
UNSHAKABLE	ənˈʃeɪkəbəl
UNSHAKEABLE	ənˈʃeɪkəbəl
UNSHAKEN	ənˈʃeɪkən
UNSHARPENED	ənˈʃɑːrpənd
UNSHAVEN	ənˈʃeɪvən
UNSIGHTLY	ənˈsaɪtli
UNSIGNED	ənˈsaɪnd
UNSINKABLE	ənˈsɪŋkəbəl
UNSKILLED	ənˈskɪld
UNSMILING	ənˈsmaɪlɪŋ
UNSOLD	ənˈsoʊld
UNSOLICITED	ˌənsəˈlɪsɪtɪd
UNSOLVABLE	ənˈsɑːlvəbəl
UNSOLVED	ənˈsɑːlvd
UNSOPHISTICATED	ˌənsəˈfɪstɪˌkeɪtɪd
UNSOUND	ənˈsaʊnd
UNSPARING	ənˈspɛrɪŋ
UNSPEAKABLE	ənˈspiːkəbəl
UNSPECIFIED	ənˈspɛsəˌfaɪd
UNSPECTACULAR	ˌənspɛkˈtækjəlɝ
UNSPENT	ənˈspɛnt
UNSPOILED	ənˈspɔɪld
UNSPOKEN	ənˈspoʊkən
UNSPORTSMANLIKE	ənˈspɔrtsmənˌlaɪk
UNSTABLE	ənˈsteɪbəl
UNSTAINED	ənˈsteɪnd
UNSTATED	ənˈsteɪtɪd
UNSTEADY	ənˈstɛdi
UNSTINTING	ənˈstɪntɪŋ
UNSTOPPABLE	ənˈstɑːpəbəl
UNSTRUCTURED	ənˈstrʌkʃɝd
UNSTUCK	ənˈstʌk
UNSUBSCRIBE	ənsəbˈskraɪb
UNSUBSCRIBED	ənsəbˈskraɪbd
UNSUBSIDIZED	ənˈsʌbsəˌdaɪzd
UNSUBSTANTIATED	ˌənsəbˈstænʃiːˌeɪtɪd
UNSUBTLE	ənˈsʌtəl
UNSUCCESSFUL	ˌənsəkˈsɛsfəl
UNSUCCESSFULLY	ˌənsəkˈsɛsfəli
UNSUITABLE	ənˈsuːtəbəl
UNSUITED	ənˈsuːtɪd
UNSULLIED	ənˈsʌliːd
UNSUNG	ənˈsʌŋ
UNSUPERVISED	ənˈsuːpɝˌvaɪzd
UNSUPPORTABLE	ˌənsəˈpɔrtəbəl
UNSUPPORTED	ənsəˈpɔrtɪd
UNSURE	ənˈʃʊr
UNSURPASSED	ˌənsɝˈpæst
UNSURPRISING	ənsɝˈpraɪzɪŋ
UNSURPRISINGLY	ˌənsɝˈpraɪzɪŋli
UNSUSPECTED	ˌənsəˈspɛktɪd
UNSUSPECTING	ˌənsəˈspɛktɪŋ
UNSUSTAINABLE	ˌənsəˈsteɪnəbəl
UNSUSTAINABLY	ˌənsəˈsteɪnəbli
UNSWAYED	ənˈsweɪd
UNSWERVING	ənˈswɝːvɪŋ
UNSWORTH	ˈʌnswɝθ
UNSYMPATHETIC	ənˌsɪmpəˈθɛtɪk
UNTAINTED	ənˈteɪntɪd
UNTANGLE	ənˈtæŋgəl
UNTANGLING	ənˈtæŋlɪŋ
UNTAPPED	ənˈtæpt
UNTAXED	ənˈtækst
UNTED	ənˈtɛd
UNTENABLE	ənˈtɛnəbəl
UNTENDERED	ənˈtɛndɝd
UNTERBERG	ˈʌntɝbɝg
UNTERMAN	ˈʌntɝmən
UNTERMEYER	ˈʌntɝˌmaɪr
UNTERREINER	ˈɔntɝaɪnɝ
UNTESTED	ənˈtɛstɪd
UNTHINKABLE	ənˈθɪŋkəbəl
UNTHINKING	ənˈθɪŋkɪŋ
UNTHINKINGLY	ənˈθɪŋkɪŋli
UNTIDY	ənˈtaɪdi
UNTIE	ənˈtaɪ
UNTIED	ənˈtaɪd
UNTIEDT	ˈɔntiːt
UNTIL	ənˈtɪl
UNTIMELY	ənˈtaɪmli
UNTO	ˈʌntuː
UNTOLD	ənˈtoʊld
UNTOUCHABLE	ənˈtʌtʃəbəl
UNTOUCHABLES	ənˈtʌtʃəbəlz
UNTOUCHED	ənˈtʌtʃt
UNTOWARD	əntuːˈɔrd, əntəˈwɔrd
UNTRACEABLE	ənˈtreɪsəbəl
UNTRADITIONAL	ˌəntrəˈdɪʃənəl
UNTRAINED	ənˈtreɪnd
UNTRAMMELED	ənˈtræməld
UNTREATABLE	ənˈtriːtəbəl
UNTREATED	ənˈtriːtɪd
UNTRIED	ənˈtraɪd
UNTROUBLED	ənˈtrʌbəld
UNTRUE	ənˈtruː
UNTRUSTWORTHY	ənˈtrʌsˌtwɝːði
UNTRUTH	ənˈtruːθ
UNTRUTHFUL	ənˈtruːθfəl
UNTRUTHS	ənˈtruːθs, ənˈtruːðs
UNTURNED	ənˈtɝːnd
UNTYPICAL	ənˈtɪpɪkəl
UNUM	ˈjuːnəm, ˈuːnəm
UNUSABLE	ənˈjuːzəbəl
UNUSED	ənˈjuːzd
UNUSUAL	ənˈjuːˌʒuːəl, ənˈjuːʒwəl
UNUSUALLY	ənˈjuːˌʒuːəli, ənˈjuːʒwəli
UNVARNISHED	ənˈvɑːrnɪʃt
UNVEIL	ənˈveɪl
UNVEILED	ənˈveɪld
UNVEILING	ənˈveɪlɪŋ
UNVEILS	ənˈveɪlz
UNVERIFIABLE	ənˌvɛrɪˈfaɪəbəl
UNVERIFIED	ənˈvɛrɪˌfaɪd
UNVERZAGT	ˈɔnvɝzɔgt
